train_loss_cross_step,train_acc_top1_step,train_acc_top5_step,train_acc_mean_pos_step,train_loss_step,epoch,step
3.565141201019287,0.0,0.0833333358168602,13.541666984558105,3.565141201019287,0,49
3.2736995220184326,0.0,0.1666666716337204,11.375,3.2736995220184326,0,99
3.348855972290039,0.0,0.0416666679084301,12.208333969116211,3.348855972290039,0,149
3.3241424560546875,0.0,0.125,12.916666984558105,3.3241424560546875,0,199
3.329951047897339,0.0,0.0833333358168602,13.625,3.329951047897339,0,249
3.2566583156585693,0.0,0.125,11.875,3.2566583156585693,0,299
3.245609998703003,0.0,0.2083333432674408,11.625,3.245609998703003,0,349
3.262524366378784,0.0416666679084301,0.125,12.416666984558105,3.262524366378784,0,399
3.353222608566284,0.0,0.125,14.083333969116211,3.353222608566284,0,449
3.271089553833008,0.0416666679084301,0.0833333358168602,12.625,3.271089553833008,0,499
3.335559368133545,0.0416666679084301,0.0416666679084301,14.625,3.335559368133545,0,549
3.3377084732055664,0.0416666679084301,0.0833333358168602,13.541666984558105,3.3377084732055664,0,599
3.4417595863342285,0.0,0.125,12.708333969116211,3.4417595863342285,0,649
3.307675361633301,0.0,0.125,12.708333969116211,3.307675361633301,0,699
3.309783935546875,0.0,0.0833333358168602,13.458333969116211,3.309783935546875,0,749
3.2406697273254395,0.0,0.1666666716337204,12.541666984558105,3.2406697273254395,0,799
3.208489179611206,0.0,0.2083333432674408,11.708333969116211,3.208489179611206,0,849
3.237098217010498,0.0,0.0833333358168602,12.333333969116211,3.237098217010498,0,899
3.2271618843078613,0.0,0.1666666716337204,11.958333969116211,3.2271618843078613,0,949
3.2020812034606934,0.0,0.1666666716337204,12.166666984558105,3.2020812034606934,0,999
3.187330722808838,0.0,0.2083333432674408,11.583333969116211,3.187330722808838,0,1049
3.1740128993988037,0.0,0.2916666865348816,10.666666984558105,3.1740128993988037,0,1099
3.306990623474121,0.0,0.25,11.333333969116211,3.306990623474121,0,1149
2.7891879081726074,0.0833333358168602,0.5,6.2916669845581055,2.7891879081726074,0,1199
3.035642147064209,0.0416666679084301,0.3333333432674408,9.333333969116211,3.035642147064209,0,1249
3.320049285888672,0.0,0.2083333432674408,10.958333969116211,3.320049285888672,0,1299
2.882047653198242,0.0416666679084301,0.4166666865348816,6.6666669845581055,2.882047653198242,0,1349
2.9042930603027344,0.125,0.375,8.208333969116211,2.9042930603027344,0,1399
2.7337684631347656,0.0416666679084301,0.4166666865348816,7.25,2.7337684631347656,0,1449
2.4889464378356934,0.0833333358168602,0.7916666865348816,4.7916669845581055,2.4889464378356934,0,1499
2.879336357116699,0.0833333358168602,0.25,9.125,2.879336357116699,0,1549
3.070828437805176,0.0,0.375,8.5,3.070828437805176,0,1599
2.6496214866638184,0.125,0.5416666865348816,6.7916669845581055,2.6496214866638184,0,1649
3.1169257164001465,0.0833333358168602,0.375,9.0,3.1169257164001465,0,1699
2.8563694953918457,0.1666666716337204,0.375,8.541666984558105,2.8563694953918457,0,1749
2.562500476837158,0.0833333358168602,0.5,6.833333492279053,2.562500476837158,0,1799
2.8803977966308594,0.1666666716337204,0.4583333432674408,7.583333492279053,2.8803977966308594,0,1849
2.4486799240112305,0.125,0.5416666865348816,5.4166669845581055,2.4486799240112305,0,1899
2.6617271900177,0.0833333358168602,0.4583333432674408,6.458333492279053,2.6617271900177,0,1949
3.023545742034912,0.0,0.4166666865348816,8.875,3.023545742034912,0,1999
2.6725940704345703,0.2083333432674408,0.4583333432674408,6.333333492279053,2.6725940704345703,0,2049
2.8883399963378906,0.125,0.2916666865348816,8.333333969116211,2.8883399963378906,0,2099
2.5285086631774902,0.125,0.4583333432674408,6.208333492279053,2.5285086631774902,0,2149
2.5215373039245605,0.0833333358168602,0.5833333730697632,5.458333492279053,2.5215373039245605,0,2199
2.9226131439208984,0.0416666679084301,0.5,7.0416669845581055,2.9226131439208984,0,2249
2.9288861751556396,0.0,0.4583333432674408,8.041666984558105,2.9288861751556396,0,2299
2.7490649223327637,0.125,0.4583333432674408,7.833333492279053,2.7490649223327637,0,2349
3.294593334197998,0.0416666679084301,0.2916666865348816,8.083333969116211,3.294593334197998,0,2399
3.424340009689331,0.125,0.375,8.375,3.424340009689331,0,2449
